r_id,ageyrs,startingocc,startingsector,endingocc,endingsector,abswagech3,sectorchgto_mgmt,gender,Education at start,Education at end,Starting occupational cluster,Alternate starting occupational cluster,path
8117,27.083334,4720,Sales,,Not Employed,,0,F,1,1,Sales,,"4720, 'Unemployed'"
5205,18.916666,4760,Sales,,Not Employed,,0,F,0,1,Sales,,"4760, 'Student', 4030, 8320, 4230, 'Student', 5240, 4760, 4900, 'Student', 4020, 'Student'"
5230038p,25.0,4940,Sales,,Not Employed,,0,F,1,3,Sales,,"4940, 'Unemployed'"
6706,18.25,4940,Sales,2540.0,Educ/Legal/Social Services,5.9185734,0,F,0,1,Sales,,"4940, 'Unemployed', 4600, 2540"
8506,21.083334,4720,Sales,,Not Employed,,0,F,0,0,Sales,,"4720, 4510, 'Unemployed'"
5230211p,20.0,4700,Sales,,Not Employed,,0,F,1,1,Sales,,"4700, 'Unemployed'"
1168174p,23.0,4720,Sales,,Not Employed,,0,F,1,1,Sales,,"4720, 'Unemployed', 4220, 'Unemployed'"
151030p,33.0,4700,Sales,4700.0,Sales,11.328274,0,M,1,1,Sales,,4700
8496,22.833334,4720,Sales,,Not Employed,,0,F,1,1,Sales,,"4720, 'Unemployed'"
1894,19.416666,4940,Sales,4600.0,Personal Service,8.6644306,0,F,0,1,Sales,,"4940, 4720, 5350, 5120, 'Student', 'Unemployed', 4960, 4600"
729205p,20.0,4720,Sales,4720.0,Sales,1.1178379,0,F,1,1,Sales,,4720
2828171p,34.0,4850,Sales,4700.0,Sales,0.66399765,0,M,3,3,Sales,,"4850, 4700"
7167,18.0,4720,Sales,4200.0,Personal Service,15.058847,0,M,0,0,Sales,,"4720, 'Unemployed', 4200"
1541182p,33.0,4850,Sales,4760.0,Sales,-2.2468777,0,M,1,1,Sales,,"4850, 4760"
7323,28.333334,4760,Sales,6520.0,Construction,11.03871,0,M,3,3,Sales,,"4760, 6520"
1104,18.666666,4720,Sales,4510.0,Personal Service,3.7071753,0,F,0,1,Sales,,"4720, 'Student', 4060, 'Unemployed', 'Student', 'Unemployed', 5400, 'Unemployed', 4510"
1751,20.416666,4700,Sales,4700.0,Sales,-1.0157146,0,F,1,0,Sales,,"4700, 'Unemployed', 4700"
4224,20.833334,4720,Sales,5700.0,Office & Admin Sppt,8.9967709,0,F,1,1,Sales,,"4720, 4510, 4720, 5700"
4556,18.916666,4760,Sales,4340.0,Personal Service,-2.0287876,0,F,1,1,Sales,,"4760, 8800, 6050, 4340"
327031p,32.0,4850,Sales,4850.0,Sales,19.569818,0,M,3,3,Sales,,4850
1406,22.25,4720,Sales,2910.0,All other,2.0750093,0,M,1,1,Sales,,"4720, 'Student', 'Unemployed', 2910"
2596,21.416666,4720,Sales,4820.0,Sales,3.4400787,0,M,1,1,Sales,,"4720, 'Student', 4720, 'Student', 4020, 'Student', 4720, 4820, 'Student', 4720, 'Student', 4820"
5477,23.75,4760,Sales,5700.0,Office & Admin Sppt,0.69416046,0,F,1,3,Sales,,"4760, 'Unemployed', 5700"
6233030p,34.0,4700,Sales,4700.0,Sales,-2.4881783,0,M,1,1,Sales,,4700
1281032p,31.0,4820,Sales,910.0,Mgmt/Biz/Financial,43.231342,0,M,3,3,Sales,,"4820, 840, 'Unemployed', 910"
4626,19.416666,4760,Sales,,Not Employed,,0,F,0,1,Sales,,"4760, 'Student', 4950, 4720, 'Unemployed', 5400, 'Unemployed'"
8416,19.0,4760,Sales,4760.0,Sales,2.4386349,0,M,1,1,Sales,,"4760, 'Unemployed', 4720, 'Unemployed', 4760, 'Unemployed', 4760"
1213184p,29.0,4700,Sales,4700.0,Sales,5.2168303,0,M,0,0,Sales,,4700
8491,27.25,4760,Sales,4510.0,Personal Service,4.7859898,0,F,1,1,Sales,,"4760, 'Unemployed', 4760, 'Unemployed', 5860, 4760, 5860, 4510"
2353033p,23.0,4850,Sales,4850.0,Sales,3.0416126,0,F,3,3,Sales,,4850
3353,19.5,4720,Sales,4510.0,Personal Service,25.714931,0,F,0,2,Sales,,"4720, 5860, 'Student', 'Unemployed', 4520, 4510"
8775,20.0,4720,Sales,4720.0,Sales,0.83841133,0,F,0,1,Sales,,"4720, 'Unemployed', 4720"
166,18.5,4720,Sales,5700.0,Office & Admin Sppt,3.6284037,0,F,0,1,Sales,,"4720, 'Unemployed', 5700"
606,21.166666,4720,Sales,4010.0,Personal Service,-0.15274143,0,M,1,1,Sales,,"4720, 'Unemployed', 3920, 'Unemployed', 4130, 'Unemployed', 4130, 4720, 4010"
6794,18.333334,4760,Sales,5700.0,Office & Admin Sppt,10.324091,0,F,0,1,Sales,,"4760, 'Student', 5700, 'Unemployed', 5700"
5749044p,23.0,4700,Sales,4700.0,Sales,4.9583664,0,F,3,3,Sales,,4700
6580,18.416666,4720,Sales,,Not Employed,,0,F,0,0,Sales,,"4720, 'Unemployed'"
8853,23.833334,4760,Sales,,Not Employed,,0,F,1,1,Sales,,"4760, 'Unemployed'"
8660,18.333334,4940,Sales,,Not Employed,,0,M,0,1,Sales,,"4940, 'Student', 6220, 'Student', 'Unemployed', 4540, 'Student', 4200, 'Student'"
7531,20.0,4720,Sales,,Not Employed,,0,F,1,1,Sales,,"4720, 'Unemployed'"
3276,21.5,4720,Sales,800.0,Mgmt/Biz/Financial,7.0071917,0,F,1,3,Sales,,"4720, 2720, 4720, 'Student', 2720, 2140, 'Student', 40, 'Unemployed', 800"
762,23.333334,4760,Sales,,Not Employed,,0,F,1,1,Sales,,"4760, 'Student'"
8909,18.583334,4760,Sales,4640.0,Personal Service,-0.16020298,0,M,0,1,Sales,,"4760, 4120, 'Student', 'Unemployed', 4760, 4640"
726,18.916666,4720,Sales,4640.0,Personal Service,-2.8643389,0,M,0,1,Sales,,"4720, 'Student', 4720, 4640"
2601,24.5,4760,Sales,700.0,Mgmt/Biz/Financial,0.23472309,0,F,1,1,Sales,,"4760, 'Unemployed', 700"
3564,21.916666,4850,Sales,4850.0,Sales,0.11669636,0,M,1,1,Sales,,4850
2770172p,26.0,4700,Sales,4700.0,Sales,-1.2277584,0,M,3,3,Sales,,"4700, 'Unemployed', 20, 4700"
1057,30.25,4760,Sales,4230.0,Personal Service,1.1626492,0,F,1,1,Sales,,"4760, 'Unemployed', 4230"
5635033p,33.0,4720,Sales,4430.0,Personal Service,-0.53020668,0,F,1,0,Sales,,"4720, 4430"
1524,21.083334,4920,Sales,4920.0,Sales,6.9112511,0,F,1,1,Sales,,"4920, 'Unemployed', 4920"
3195005p,23.0,4760,Sales,4710.0,Sales,3.0764599,0,F,1,1,Sales,,"4760, 4710"
1787036p,20.0,4700,Sales,4700.0,Sales,-2.6225262,0,F,1,2,Sales,,4700
2432046p,23.0,4700,Sales,4700.0,Sales,2.0407925,0,M,1,1,Sales,,4700
557175p,31.0,4700,Sales,4700.0,Sales,2.1460094,0,M,1,1,Sales,,4700
8984,25.333334,4700,Sales,4720.0,Sales,-0.26446438,0,M,1,1,Sales,,"4700, 'Unemployed', 4720"
1624033p,23.0,4740,Sales,7360.0,Maintenance/Repair,14.818721,0,M,1,3,Sales,,"4740, 7360"
3317,25.75,4700,Sales,,Not Employed,,0,F,1,1,Sales,,"4700, 'Unemployed'"
5430038p,23.0,4720,Sales,,Not Employed,,0,F,1,1,Sales,,"4720, 'Unemployed'"
4536,19.416666,4720,Sales,310.0,Personal Service,6.3248634,0,F,1,1,Sales,,"4720, 2540, 4720, 310"
978,20.0,4760,Sales,,Not Employed,,0,M,1,1,Sales,,"4760, 'Student', 6350, 'Student'"
3410,20.666666,4760,Sales,4710.0,Sales,8.673769,0,F,1,1,Sales,,"4760, 3950, 'Student', 3950, 1100, 'Student', 5160, 4710"
5364031p,23.0,4700,Sales,4710.0,Sales,6.5665779,0,F,1,1,Sales,,"4700, 'Unemployed', 4710"
7995,20.333334,4720,Sales,4710.0,Sales,0.32466888,0,F,1,3,Sales,,"4720, 'Student', 4760, 4710"
207,18.666666,4720,Sales,5260.0,Office & Admin Sppt,8.6240044,0,F,0,1,Sales,,"4720, 'Student', 'Unemployed', 'Student', 5810, 3650, 'Student', 4960, 5700, 5260, 'Student', 5260"
6839190p,24.0,4720,Sales,4710.0,Sales,4.0559864,0,F,1,1,Sales,,"4720, 4710"
6471,21.75,4700,Sales,4020.0,Personal Service,-0.11489296,0,M,1,3,Sales,,"4700, 'Student', 'Unemployed', 9990, 'Unemployed', 9990, 'Unemployed', 2340, 4020"
2343,18.916666,4720,Sales,5100.0,Office & Admin Sppt,12.096398,0,F,1,1,Sales,,"4720, 4130, 5100, 'Unemployed', 5100"
5055191p,34.0,4720,Sales,4230.0,Personal Service,0.80426407,0,F,1,1,Sales,,"4720, 'Unemployed', 4230"
5161,18.083334,4760,Sales,4030.0,Personal Service,1.3785925,0,M,0,1,Sales,,"4760, 4020, 4760, 4030"
846030p,24.0,4700,Sales,4700.0,Sales,9.6415672,0,F,2,2,Sales,,4700
2475031p,25.0,4760,Sales,5240.0,Office & Admin Sppt,-0.73788452,0,F,1,1,Sales,,"4760, 5240"
254179p,33.0,4700,Sales,4700.0,Sales,2.661253,0,F,1,1,Sales,,4700
1967031p,28.0,4700,Sales,4700.0,Sales,-0.32759666,0,M,1,1,Sales,,4700
923,20.75,4760,Sales,1810.0,Engineer/Sci/Arch,2.1250095,0,F,1,1,Sales,,"4760, 'Student', 4760, 'Student', 4760, 1810"
4372,18.916666,4720,Sales,,Not Employed,,0,F,0,1,Sales,,"4720, 2000, 'Student'"
1426193p,21.0,4700,Sales,4700.0,Sales,1.4311876,0,F,1,1,Sales,,4700
5925033p,31.0,4700,Sales,4700.0,Sales,2.96947,0,F,1,1,Sales,,4700
6822176p,33.0,4920,Sales,,Not Employed,,0,F,2,2,Sales,,"4920, 'Unemployed', 4920, 'Unemployed', 4920, 5700, 'Unemployed', 5700, 'Unemployed'"
8345,24.083334,4700,Sales,4700.0,Sales,-0.80125809,0,F,1,3,Sales,,4700
628031p,31.0,4700,Sales,4700.0,Sales,-0.64071083,0,M,1,1,Sales,,4700
5863037p,26.0,4720,Sales,8800.0,Production,0.354846,0,F,1,1,Sales,,"4720, 'Unemployed', 4720, 'Unemployed', 4720, 'Unemployed', 8800"
2907035p,28.0,4700,Sales,50.0,Mgmt/Biz/Financial,3.0667315,1,M,1,1,Sales,,"4700, 50"
2302033p,34.0,4720,Sales,4700.0,Sales,-0.013442993,0,F,2,2,Sales,,"4720, 4700"
8975,22.166666,4720,Sales,1010.0,IT,15.430587,0,F,1,3,Sales,,"4720, 2540, 1010"
6427,20.5,4720,Sales,2150.0,Educ/Legal/Social Services,0.52245998,0,F,1,1,Sales,,"4720, 2630, 4960, 2630, 4960, 2630, 4960, 1930, 2150"
190032p,24.0,4700,Sales,4250.0,Personal Service,-0.37617588,0,M,2,2,Sales,,"4700, 'Unemployed', 4250, 'Unemployed', 4250"
548034p,22.0,4760,Sales,,Not Employed,,0,F,1,2,Sales,,"4760, 'Unemployed'"
6205205p,29.0,4720,Sales,4720.0,Sales,-1.5441146,0,F,2,2,Sales,,4720
1051042p,20.0,4720,Sales,4720.0,Sales,0.52989483,0,F,1,1,Sales,,4720
5676183p,23.0,4720,Sales,420.0,Educ/Legal/Social Services,7.1581249,0,F,3,3,Sales,,"4720, 'Unemployed', 420"
284,19.75,4700,Sales,1720.0,Engineer/Sci/Arch,9.340971,0,F,1,2,Sales,,"4700, 20, 4760, 'Unemployed', 5520, 5700, 1720"
173035p,19.0,4700,Sales,4700.0,Sales,-0.37441921,0,F,0,0,Sales,,4700
2473,21.333334,4940,Sales,4700.0,Sales,-4.3369188,0,F,1,1,Sales,,"4940, 4110, 5240, 5300, 'Unemployed', 4760, 4700, 'Unemployed', 4700"
2650,18.0,4720,Sales,4720.0,Sales,1.9520292,0,F,0,0,Sales,,"4720, 'Student', 4030, 4720, 'Student', 'Unemployed', 4720"
2673030p,27.0,4850,Sales,1810.0,Engineer/Sci/Arch,11.328274,0,M,3,3,Sales,,"4850, 1810"
885,29.916666,4850,Sales,4850.0,Sales,21.865444,0,M,1,1,Sales,,4850
1070,19.25,4760,Sales,5240.0,Office & Admin Sppt,7.0017204,0,F,1,1,Sales,,"4760, 'Student', 4760, 5240"
7324,20.333334,4940,Sales,3300.0,Healthcare,15.450554,0,F,1,3,Sales,,"4940, 'Student', 3300"
634030p,18.0,4700,Sales,4700.0,Sales,1.1534681,0,F,1,1,Sales,,4700
352,18.666666,4720,Sales,,Not Employed,,0,F,0,1,Sales,,"4720, 'Student', 'Unemployed', 4720, 'Unemployed', 9640, 'Unemployed', 5860, 'Unemployed'"
5549,29.166666,4700,Sales,7200.0,Maintenance/Repair,18.11013,0,M,1,1,Sales,,"4700, 7200"
8194,19.25,4760,Sales,4760.0,Sales,-0.78635979,0,M,1,1,Sales,,"4760, 'Student', 4760, 'Student', 4220, 'Student', 4110, 4760"
47,18.833334,4720,Sales,4720.0,Sales,0.85881329,0,F,0,1,Sales,,"4720, 'Unemployed', 'Student', 4720"
7154,19.083334,4720,Sales,4110.0,Personal Service,0.34472752,0,F,0,0,Sales,,"4720, 'Unemployed', 4110"
6294,21.5,4720,Sales,4720.0,Sales,0.47782135,0,F,1,1,Sales,,"4720, 'Student', 4720, 'Student', 4720, 'Student', 'Unemployed', 4720"
6182,18.583334,4720,Sales,4600.0,Personal Service,-2.5402489,0,M,0,1,Sales,,"4720, 4600, 4720, 6260, 'Unemployed', 4600"
467,26.833334,4760,Sales,4720.0,Sales,-6.662262,0,F,1,1,Sales,,"4760, 4230, 5100, 4720"
3725,24.583334,4700,Sales,420.0,Educ/Legal/Social Services,2.2675314,0,M,3,3,Sales,,"4700, 420"
8342,30.75,4720,Sales,4610.0,Personal Service,18.349369,0,F,1,1,Sales,,"4720, 4610, 4940, 4610"
5448,19.0,4720,Sales,,Not Employed,,0,F,1,1,Sales,,"4720, 'Unemployed', 8740, 'Unemployed', 8960, 'Unemployed'"
2340,24.333334,4700,Sales,4700.0,Sales,3.9077787,0,F,1,1,Sales,,4700
7296,18.25,4940,Sales,4640.0,Personal Service,-1.8324695,0,F,0,1,Sales,,"4940, 4720, 4940, 'Student', 4720, 'Student', 4640"
4081,22.75,4760,Sales,20.0,Mgmt/Biz/Financial,24.397526,1,F,1,3,Sales,,"4760, 'Unemployed', 2720, 'Student', 20, 'Unemployed', 20"
165176p,29.0,4850,Sales,4850.0,Sales,1.1334553,0,M,3,3,Sales,,4850
8985,22.25,4760,Sales,4700.0,Sales,2.0514345,0,M,1,1,Sales,,"4760, 4700"
3612,19.75,4720,Sales,4700.0,Sales,2.105278,0,F,1,1,Sales,,"4720, 4700"
5417,18.916666,4940,Sales,4350.0,Personal Service,0.10404778,0,M,0,1,Sales,,"4940, 4110, 4350"
6067,18.833334,4720,Sales,4520.0,Personal Service,0.74486351,0,F,1,1,Sales,,"4720, 'Unemployed', 4760, 'Unemployed', 4520"
5926030p,26.0,4700,Sales,4700.0,Sales,-1.1034746,0,F,1,1,Sales,,4700
1983,18.833334,4720,Sales,,Not Employed,,0,F,1,1,Sales,,"4720, 'Unemployed'"
4395,20.5,4760,Sales,,Not Employed,,0,F,1,2,Sales,,"4760, 'Student', 5100, 'Student'"
6006,19.0,4720,Sales,,Not Employed,,0,F,0,1,Sales,,"4720, 'Unemployed', 'Student', 'Unemployed', 'Student', 'Unemployed'"
3895,24.833334,4700,Sales,4700.0,Sales,-3.5079269,0,M,1,1,Sales,,4700
6702,19.166666,4720,Sales,4720.0,Sales,2.0408468,0,M,1,1,Sales,,4720
2844,25.833334,4920,Sales,4850.0,Sales,11.328274,0,F,3,3,Sales,,"4920, 'Unemployed', 4850"
5937,20.583334,4760,Sales,3920.0,Protective Services,5.5442572,0,F,1,1,Sales,,"4760, 'Unemployed', 3920"
7346,18.0,4940,Sales,4740.0,Sales,0.022319794,0,M,0,0,Sales,,"4940, 'Student', 'Unemployed', 9610, 5620, 4740"
19030p,25.0,4700,Sales,4700.0,Sales,7.8254824,0,F,1,1,Sales,,4700
6177,31.166666,4720,Sales,,Not Employed,,0,F,1,1,Sales,,"4720, 5240, 'Unemployed'"
1774,18.25,4720,Sales,4720.0,Sales,1.5136881,0,F,0,1,Sales,,4720
1512,18.916666,4720,Sales,4150.0,Personal Service,4.0331993,0,F,0,0,Sales,,"4720, 4150"
3366,28.25,4940,Sales,4250.0,Personal Service,3.9181623,0,M,1,1,Sales,,"4940, 'Unemployed', 'Student', 4250"
2229,21.5,4720,Sales,4110.0,Personal Service,0.067437172,0,M,1,1,Sales,,"4720, 6230, 4110"
676,18.5,4760,Sales,4720.0,Sales,0.75637627,0,F,0,1,Sales,,"4760, 4720, 'Student', 4720, 'Student', 4720, 'Student', 'Unemployed', 'Student', 4760, 4720"
4671,18.916666,4940,Sales,,Not Employed,,0,F,0,1,Sales,,"4940, 4230, 'Unemployed', 'Student', 5400, 'Student', 5400, 'Student', 5120, 'Student'"
6269,24.166666,4940,Sales,,Not Employed,,0,F,1,1,Sales,,"4940, 'Unemployed', 'Student'"
5280,20.916666,4940,Sales,3600.0,Healthcare,2.5736485,0,F,1,1,Sales,,"4940, 3600"
2034031p,25.0,4850,Sales,4850.0,Sales,0.30640602,0,M,3,3,Sales,,4850
2516031p,25.0,4760,Sales,4760.0,Sales,0.32766533,0,F,1,1,Sales,,4760
610033p,20.0,4720,Sales,4720.0,Sales,0.51929951,0,F,0,0,Sales,,4720
2070,21.833334,4940,Sales,2150.0,Educ/Legal/Social Services,6.6268978,0,M,1,3,Sales,,"4940, 'Student', 850, 'Unemployed', 2150"
3806,27.416666,4720,Sales,4720.0,Sales,0.422369,0,F,0,0,Sales,,4720
3149,19.583334,4760,Sales,6330.0,Construction,6.5631485,0,M,0,0,Sales,,"4760, 4010, 4110, 5620, 4760, 4020, 340, 6230, 6330"
601,21.333334,4720,Sales,4720.0,Sales,2.144803,0,F,0,0,Sales,,4720
6523,18.25,4720,Sales,4720.0,Sales,-1.0034313,0,F,0,1,Sales,,"4720, 'Student', 4110, 'Unemployed', 4110, 'Unemployed', 5360, 4720"
475,26.166666,4750,Sales,4750.0,Sales,0.17025185,0,M,1,1,Sales,,4750
1867030p,32.0,4850,Sales,4850.0,Sales,40.912788,0,M,1,1,Sales,,4850
522,25.25,4760,Sales,4700.0,Sales,1.7010689,0,M,0,0,Sales,,"4760, 'Unemployed', 4700"
582033p,24.0,4700,Sales,4700.0,Sales,13.464922,0,F,3,3,Sales,,4700
4561,22.833334,4700,Sales,4700.0,Sales,-3.2272911,0,F,1,1,Sales,,4700
6436,23.916666,4760,Sales,2310.0,Educ/Legal/Social Services,5.372344,0,F,1,3,Sales,,"4760, 5320, 5010, 2310, 'Unemployed', 5410, 'Unemployed', 2310"
7804,24.166666,4760,Sales,4760.0,Sales,0.28037548,0,F,1,1,Sales,,4760
5705,19.583334,4720,Sales,4720.0,Sales,0.0,0,F,1,1,Sales,,"4720, 'Student', 4720"
1099,33.666668,4700,Sales,4700.0,Sales,-2.574357,0,F,1,1,Sales,,4700
4739,18.5,4720,Sales,4110.0,Personal Service,17.393393,0,F,0,1,Sales,,"4720, 'Student', 4720, 'Student', 4720, 'Student', 4720, 4600, 'Student', 4110, 'Unemployed', 4110"
8532,24.25,4760,Sales,3800.0,Protective Services,2.8393145,0,F,1,1,Sales,,"4760, 'Unemployed', 5240, 'Unemployed', 5240, 4600, 4760, 4810, 'Unemployed', 3800"
4075,30.583334,4720,Sales,,Not Employed,,0,F,1,1,Sales,,"4720, 'Unemployed', 4600, 'Unemployed'"
884,19.25,4760,Sales,,Not Employed,,0,M,0,1,Sales,,"4760, 2910, 'Student', 4760, 430, 'Unemployed', 'Student'"
1222189p,27.0,4700,Sales,4700.0,Sales,1.0311241,0,F,1,3,Sales,,4700
6388,19.083334,4940,Sales,4760.0,Sales,-0.82929468,0,M,0,1,Sales,,"4940, 5620, 4020, 'Unemployed', 'Student', 'Unemployed', 'Student', 'Unemployed', 6050, 'Unemployed', 4760"
2331,22.0,4760,Sales,4700.0,Sales,-4.472497,0,M,1,1,Sales,,"4760, 'Student', 6400, 'Student', 4700"
5619177p,30.0,4720,Sales,4720.0,Sales,0.69888401,0,F,3,3,Sales,,4720
4833,19.666666,4720,Sales,,Not Employed,,0,M,1,1,Sales,,"4720, 5400, 'Student', 'Unemployed', 620, 'Unemployed', 1960, 5930, 'Unemployed'"
5801032p,22.0,4940,Sales,,Not Employed,,0,F,1,0,Sales,,"4940, 'Unemployed', 2300, 'Unemployed'"
2297,22.5,4700,Sales,4700.0,Sales,1.7516069,0,M,1,1,Sales,,4700
8824,19.666666,4720,Sales,4720.0,Sales,1.3681297,0,M,0,1,Sales,,4720
2655,19.416666,4700,Sales,4700.0,Sales,3.4848185,0,F,1,1,Sales,,4700
7198,21.166666,4760,Sales,1460.0,Engineer/Sci/Arch,15.686357,0,F,1,3,Sales,,"4760, 5840, 4810, 1460"
1355180p,31.0,4850,Sales,4710.0,Sales,1.4706116,0,M,3,3,Sales,,"4850, 4710"
3145170p,30.0,4760,Sales,,Not Employed,,0,F,1,0,Sales,,"4760, 'Unemployed'"
3912,20.416666,4720,Sales,3410.0,Healthcare,0.5819006,0,F,0,1,Sales,,"4720, 3410"
6124,23.916666,4720,Sales,,Not Employed,,0,F,1,1,Sales,,"4720, 'Unemployed', 3940, 'Unemployed'"
6534,20.166666,4760,Sales,,Not Employed,,0,M,0,1,Sales,,"4760, 4700, 5300, 'Unemployed', 2340, 'Student'"
4128,19.166666,4720,Sales,4110.0,Personal Service,1.0953236,0,M,1,1,Sales,,"4720, 'Student', 4110"
4136,30.25,4700,Sales,4700.0,Sales,11.328274,0,F,3,3,Sales,,4700
6310,19.5,4760,Sales,4760.0,Sales,-0.68762779,0,F,0,2,Sales,,"4760, 'Unemployed', 4220, 'Student', 4110, 'Student', 4760"
4148,19.5,4760,Sales,,Not Employed,,0,F,1,1,Sales,,"4760, 5700, 'Unemployed', 2820, 5000, 'Student', 'Unemployed'"
1302,19.416666,4700,Sales,4700.0,Sales,-2.4629745,0,F,0,0,Sales,,4700
3376,30.583334,4700,Sales,4700.0,Sales,-0.76693344,0,F,3,3,Sales,,4700
2812,24.75,4700,Sales,4700.0,Sales,3.8816118,0,F,1,1,Sales,,4700
2030037p,26.0,4700,Sales,4700.0,Sales,-0.2547245,0,M,3,3,Sales,,4700
5219,18.0,4720,Sales,4110.0,Personal Service,15.364692,0,F,0,1,Sales,,"4720, 4110, 'Student', 4110"
7348,18.416666,4720,Sales,5300.0,Office & Admin Sppt,2.3392124,0,F,0,1,Sales,,"4720, 3650, 'Student', 5260, 5300"
8276,22.833334,4720,Sales,4700.0,Sales,7.2697372,0,F,1,1,Sales,,"4720, 'Unemployed', 4720, 4700"
8665,27.666666,4720,Sales,4720.0,Sales,-0.81636906,0,M,1,1,Sales,,4720
6671,20.583334,4760,Sales,4760.0,Sales,2.7854395,0,F,1,1,Sales,,4760
1525,19.666666,4720,Sales,3920.0,Protective Services,-0.028775215,0,M,0,1,Sales,,"4720, 'Unemployed', 'Student', 4720, 5620, 'Student', 3920"
4775,18.416666,4760,Sales,4760.0,Sales,0.98750401,0,F,0,1,Sales,,4760
5693030p,33.0,4700,Sales,,Not Employed,,0,F,0,0,Sales,,"4700, 'Unemployed', 4700, 'Unemployed'"
5993,26.833334,4760,Sales,,Not Employed,,0,F,1,1,Sales,,"4760, 'Unemployed', 4230, 'Unemployed'"
3855,19.25,4760,Sales,4760.0,Sales,19.167099,0,F,0,1,Sales,,"4760, 'Student', 5860, 5620, 'Student', 4760"
8155,18.166666,4720,Sales,5220.0,Office & Admin Sppt,11.598213,0,F,0,1,Sales,,"4720, 5220"
509,20.166666,4760,Sales,4900.0,Sales,1.0343266,0,F,1,2,Sales,,"4760, 2700, 7510, 2700, 7510, 4900"
2062183p,21.0,4720,Sales,4720.0,Sales,-2.9833097,0,F,0,1,Sales,,"4720, 'Unemployed', 4720"
1712,19.75,4720,Sales,4030.0,Personal Service,0.88447285,0,F,1,2,Sales,,"4720, 4030"
2280186p,30.0,4760,Sales,4760.0,Sales,5.7693443,0,M,1,1,Sales,,4760
3867,18.333334,4720,Sales,4760.0,Sales,3.3919678,0,F,0,1,Sales,,"4720, 'Student', 4600, 5620, 4760"
3508002p,22.0,4760,Sales,2340.0,Educ/Legal/Social Services,1.0556717,0,F,1,1,Sales,,"4760, 2000, 2340"
7925,27.0,4760,Sales,4760.0,Sales,2.1884212,0,F,0,0,Sales,,"4760, 'Unemployed', 4700, 'Unemployed', 4760, 2010, 4760"
1484,19.583334,4940,Sales,4720.0,Sales,4.2646761,0,M,1,1,Sales,,"4940, 'Student', 5860, 4110, 4720"
5449,19.75,4750,Sales,4750.0,Sales,1.5534334,0,M,0,1,Sales,,"4750, 6260, 4750"
7383,20.333334,4720,Sales,,Not Employed,,0,M,0,1,Sales,,"4720, 'Student', 'Unemployed', 'Student'"
409175p,26.0,4700,Sales,4710.0,Sales,4.1678848,0,M,1,1,Sales,,"4700, 4710"
1314,20.583334,4760,Sales,4760.0,Sales,1.8384628,0,F,1,3,Sales,,4760
1954,19.25,4940,Sales,,Not Employed,,0,F,0,0,Sales,,"4940, 'Unemployed', 4940, 'Unemployed'"
7480,22.333334,4760,Sales,5120.0,Office & Admin Sppt,6.5881329,0,F,2,2,Sales,,"4760, 5400, 'Unemployed', 4760, 'Unemployed', 5120"
1642,18.666666,4760,Sales,,Not Employed,,0,F,0,1,Sales,,"4760, 3950, 'Student', 3950, 'Student', 5120, 'Student'"
5315,19.75,4720,Sales,5700.0,Office & Admin Sppt,3.374054,0,F,0,1,Sales,,"4720, 5620, 4220, 4510, 'Unemployed', 5700"
4304,20.166666,4940,Sales,3240.0,Healthcare,4.0419836,0,F,1,1,Sales,,"4940, 4060, 'Unemployed', 4060, 4010, 3240"
3153,24.25,4760,Sales,5700.0,Office & Admin Sppt,0.84903431,0,F,2,2,Sales,,"4760, 5700"
1000030p,28.0,4850,Sales,,Not Employed,,0,M,3,3,Sales,,"4850, 'Unemployed'"
7343,18.5,4700,Sales,4760.0,Sales,-2.0511026,0,M,1,1,Sales,,"4700, 4760"
2436,21.083334,4740,Sales,2000.0,Educ/Legal/Social Services,7.945107,0,M,1,1,Sales,,"4740, 4430, 'Student', 4250, 'Student', 4430, 'Student', 2000"
8520,23.0,4760,Sales,5240.0,Office & Admin Sppt,0.16843033,0,F,1,1,Sales,,"4760, 5240, 'Unemployed', 5240"
1731030p,25.0,4760,Sales,4760.0,Sales,1.1538334,0,M,1,1,Sales,,4760
6806,19.083334,4750,Sales,4750.0,Sales,3.2271137,0,M,1,1,Sales,,4750
769032p,25.0,4750,Sales,4750.0,Sales,0.013623238,0,M,1,1,Sales,,4750
1420,18.416666,4720,Sales,5620.0,Office & Admin Sppt,4.0249195,0,F,0,1,Sales,,"4720, 4060, 5410, 4110, 5620"
7386,24.333334,4700,Sales,3800.0,Protective Services,-24.264416,0,M,1,1,Sales,,"4700, 'Unemployed', 3800"
3019,24.416666,4760,Sales,4760.0,Sales,-3.3472328,0,M,1,1,Sales,,4760
2397035p,27.0,4740,Sales,4740.0,Sales,0.24103832,0,F,1,1,Sales,,4740
2852038p,22.0,4700,Sales,4700.0,Sales,0.42621422,0,M,1,1,Sales,,4700
3542,19.416666,4720,Sales,4720.0,Sales,1.957345,0,F,0,1,Sales,,"4720, 'Student', 4430, 'Student', 'Unemployed', 'Student', 'Unemployed', 4720"
2934,18.25,4720,Sales,,Not Employed,,0,F,0,1,Sales,,"4720, 4150, 4720, 4050, 4720, 'Student', 'Unemployed'"
6820176p,26.0,4700,Sales,4700.0,Sales,6.7804251,0,F,1,1,Sales,,4700
5873,20.083334,4760,Sales,3600.0,Healthcare,1.4840345,0,F,1,1,Sales,,"4760, 4720, 3600"
